vinedo_id,zona,timestamp,temp_aire,humedad_aire,presion_atm,punto_rocio,viento
Cuartel_Malbec_1,Maipu,2023-01-01T00:00:00,15.9,70.58,910.5,10.41,1.03
Cuartel_Malbec_1,Maipu,2023-01-01T01:00:00,15.4,72.7,910.4,10.35,0.95
Cuartel_Malbec_1,Maipu,2023-01-01T02:00:00,14.87,74.3,910.6,10.13,0.64
Cuartel_Malbec_1,Maipu,2023-01-01T03:00:00,14.76,73.22,911.0,9.69,0.36
Cuartel_Malbec_1,Maipu,2023-01-01T04:00:00,15.15,68.66,911.5,8.93,0.17
Cuartel_Malbec_1,Maipu,2023-01-01T05:00:00,17.62,54.86,911.7,7.84,0.53
Cuartel_Malbec_1,Maipu,2023-01-01T06:00:00,20.92,39.34,912.0,5.91,1.65
Cuartel_Malbec_1,Maipu,2023-01-01T07:00:00,23.58,31.71,911.9,5.21,2.89
Cuartel_Malbec_1,Maipu,2023-01-01T08:00:00,25.84,26.47,911.5,4.72,3.66
Cuartel_Malbec_1,Maipu,2023-01-01T09:00:00,27.84,22.54,910.9,4.31,4.23
Cuartel_Malbec_1,Maipu,2023-01-01T10:00:00,29.47,19.86,910.2,3.96,4.61
Cuartel_Malbec_1,Maipu,2023-01-01T11:00:00,30.57,18.3,909.5,3.78,4.96
Cuartel_Malbec_1,Maipu,2023-01-01T12:00:00,31.24,17.38,909.0,3.62,5.3
Cuartel_Malbec_1,Maipu,2023-01-01T13:00:00,31.35,17.21,908.7,3.57,5.45
Cuartel_Malbec_1,Maipu,2023-01-01T14:00:00,30.91,17.71,908.9,3.63,5.22
Cuartel_Malbec_1,Maipu,2023-01-01T15:00:00,30.09,18.67,909.3,3.71,4.82
Cuartel_Malbec_1,Maipu,2023-01-01T16:00:00,28.99,19.83,909.7,3.68,4.43
Cuartel_Malbec_1,Maipu,2023-01-01T17:00:00,27.5,21.64,910.3,3.67,3.99
Cuartel_Malbec_1,Maipu,2023-01-01T18:00:00,24.55,26.87,911.2,4.28,2.54
Cuartel_Malbec_1,Maipu,2023-01-01T19:00:00,22.2,31.48,912.0,4.51,1.98
Cuartel_Malbec_1,Maipu,2023-01-01T20:00:00,20.7,34.84,912.8,4.66,1.56
Cuartel_Malbec_1,Maipu,2023-01-01T21:00:00,19.48,38.24,913.4,4.89,1.05
Cuartel_Malbec_1,Maipu,2023-01-01T22:00:00,18.78,40.36,913.6,5.04,0.74
Cuartel_Malbec_1,Maipu,2023-01-01T23:00:00,18.74,40.38,913.2,5.01,0.59
Cuartel_Malbec_1,Maipu,2023-01-02T00:00:00,18.11,41.83,912.5,4.94,0.62
Cuartel_Malbec_1,Maipu,2023-01-02T01:00:00,16.98,44.9,911.9,4.93,0.75
Cuartel_Malbec_1,Maipu,2023-01-02T02:00:00,15.9,48.0,911.7,4.9,0.81
Cuartel_Malbec_1,Maipu,2023-01-02T03:00:00,15.17,49.88,911.7,4.77,0.9
Cuartel_Malbec_1,Maipu,2023-01-02T04:00:00,14.99,49.97,912.1,4.57,0.9
Cuartel_Malbec_1,Maipu,2023-01-02T05:00:00,18.08,40.79,912.5,4.45,1.48
Cuartel_Malbec_1,Maipu,2023-01-02T06:00:00,21.51,31.33,912.8,3.77,1.92
Cuartel_Malbec_1,Maipu,2023-01-02T07:00:00,24.63,25.66,912.7,3.66,3.65
Cuartel_Malbec_1,Maipu,2023-01-02T08:00:00,26.98,22.8,912.0,3.97,4.75
Cuartel_Malbec_1,Maipu,2023-01-02T09:00:00,28.93,20.8,910.8,4.27,5.54
Cuartel_Malbec_1,Maipu,2023-01-02T10:00:00,30.53,19.24,909.4,4.5,5.97
Cuartel_Malbec_1,Maipu,2023-01-02T11:00:00,31.73,17.97,907.9,4.51,6.03
Cuartel_Malbec_1,Maipu,2023-01-02T12:00:00,32.62,16.92,906.7,4.37,5.87
Cuartel_Malbec_1,Maipu,2023-01-02T13:00:00,33.13,16.16,905.6,4.13,5.62
Cuartel_Malbec_1,Maipu,2023-01-02T14:00:00,33.13,15.86,904.8,3.87,5.22
Cuartel_Malbec_1,Maipu,2023-01-02T15:00:00,32.69,15.96,904.5,3.6,4.64
Cuartel_Malbec_1,Maipu,2023-01-02T16:00:00,31.88,16.4,904.4,3.34,4.16
Cuartel_Malbec_1,Maipu,2023-01-02T17:00:00,30.58,17.53,904.6,3.23,3.66
Cuartel_Malbec_1,Maipu,2023-01-02T18:00:00,26.96,22.89,905.0,4.04,2.09
Cuartel_Malbec_1,Maipu,2023-01-02T19:00:00,24.95,25.89,905.6,4.09,2.08
Cuartel_Malbec_1,Maipu,2023-01-02T20:00:00,23.87,28.14,906.4,4.34,1.7
Cuartel_Malbec_1,Maipu,2023-01-02T21:00:00,22.18,32.39,907.2,4.85,0.99
Cuartel_Malbec_1,Maipu,2023-01-02T22:00:00,21.33,36.08,908.0,5.64,1.01
Cuartel_Malbec_1,Maipu,2023-01-02T23:00:00,20.59,39.82,908.6,6.4,2.07
Cuartel_Malbec_1,Maipu,2023-01-03T00:00:00,20.01,43.03,909.1,7.01,3.23
Cuartel_Malbec_1,Maipu,2023-01-03T01:00:00,19.32,44.53,909.2,6.91,3.35
Cuartel_Malbec_1,Maipu,2023-01-03T02:00:00,18.75,42.94,909.7,5.86,3.61
Cuartel_Malbec_1,Maipu,2023-01-03T03:00:00,18.17,40.81,910.4,4.62,4.24
Cuartel_Malbec_1,Maipu,2023-01-03T04:00:00,17.2,42.7,911.5,4.42,4.67
Cuartel_Malbec_1,Maipu,2023-01-03T05:00:00,17.3,41.9,912.8,4.22,5.8
Cuartel_Malbec_1,Maipu,2023-01-03T06:00:00,18.59,35.12,913.5,2.85,5.98
Cuartel_Malbec_1,Maipu,2023-01-03T07:00:00,20.76,29.03,913.6,2.1,5.51
Cuartel_Malbec_1,Maipu,2023-01-03T08:00:00,23.1,25.56,913.1,2.31,5.07
Cuartel_Malbec_1,Maipu,2023-01-03T09:00:00,25.25,23.4,912.3,2.87,4.84
Cuartel_Malbec_1,Maipu,2023-01-03T10:00:00,27.11,21.28,911.6,3.1,4.68
Cuartel_Malbec_1,Maipu,2023-01-03T11:00:00,28.65,19.14,911.0,2.89,4.46
Cuartel_Malbec_1,Maipu,2023-01-03T12:00:00,29.8,17.41,910.4,2.49,4.42
Cuartel_Malbec_1,Maipu,2023-01-03T13:00:00,30.46,16.29,909.9,2.11,4.45
Cuartel_Malbec_1,Maipu,2023-01-03T14:00:00,30.61,15.78,909.6,1.78,4.38
Cuartel_Malbec_1,Maipu,2023-01-03T15:00:00,30.29,15.7,909.5,1.46,4.27
Cuartel_Malbec_1,Maipu,2023-01-03T16:00:00,29.54,16.04,909.6,1.16,4.14
Cuartel_Malbec_1,Maipu,2023-01-03T17:00:00,28.19,17.09,910.0,0.94,3.83
Cuartel_Malbec_1,Maipu,2023-01-03T18:00:00,24.79,21.92,910.8,1.6,2.09
Cuartel_Malbec_1,Maipu,2023-01-03T19:00:00,22.41,25.76,911.7,1.85,1.76
Cuartel_Malbec_1,Maipu,2023-01-03T20:00:00,21.19,28.19,912.7,2.07,1.32
Cuartel_Malbec_1,Maipu,2023-01-03T21:00:00,19.74,31.49,913.5,2.38,0.71
Cuartel_Malbec_1,Maipu,2023-01-03T22:00:00,19.41,32.81,914.1,2.66,0.22
Cuartel_Malbec_1,Maipu,2023-01-03T23:00:00,18.73,34.16,914.2,2.61,0.85
Cuartel_Malbec_1,Maipu,2023-01-04T00:00:00,17.98,35.44,913.8,2.47,1.04
Cuartel_Malbec_1,Maipu,2023-01-04T01:00:00,17.88,35.23,913.5,2.3,0.99
Cuartel_Malbec_1,Maipu,2023-01-04T02:00:00,17.76,35.06,913.4,2.12,0.95
Cuartel_Malbec_1,Maipu,2023-01-04T03:00:00,17.63,34.99,913.4,1.99,0.91
Cuartel_Malbec_1,Maipu,2023-01-04T04:00:00,17.69,34.65,913.6,1.9,0.79
Cuartel_Malbec_1,Maipu,2023-01-04T05:00:00,19.99,31.33,914.0,2.47,0.54
Cuartel_Malbec_1,Maipu,2023-01-04T06:00:00,23.67,23.44,914.4,1.59,1.3
Cuartel_Malbec_1,Maipu,2023-01-04T07:00:00,26.62,19.28,914.3,1.34,3.28
Cuartel_Malbec_1,Maipu,2023-01-04T08:00:00,28.87,16.76,913.9,1.2,4.46
Cuartel_Malbec_1,Maipu,2023-01-04T09:00:00,30.75,15.03,913.2,1.23,5.18
Cuartel_Malbec_1,Maipu,2023-01-04T10:00:00,32.21,13.85,912.3,1.25,5.49
Cuartel_Malbec_1,Maipu,2023-01-04T11:00:00,33.27,12.98,911.4,1.17,5.54
Cuartel_Malbec_1,Maipu,2023-01-04T12:00:00,33.95,12.37,910.5,1.05,5.45
Cuartel_Malbec_1,Maipu,2023-01-04T13:00:00,34.25,12.05,909.9,0.91,5.25
Cuartel_Malbec_1,Maipu,2023-01-04T14:00:00,34.14,11.96,909.5,0.73,4.97
Cuartel_Malbec_1,Maipu,2023-01-04T15:00:00,33.59,12.13,909.3,0.5,4.67
Cuartel_Malbec_1,Maipu,2023-01-04T16:00:00,32.67,12.57,909.2,0.26,4.34
Cuartel_Malbec_1,Maipu,2023-01-04T17:00:00,31.29,13.4,909.3,0.05,3.81
Cuartel_Malbec_1,Maipu,2023-01-04T18:00:00,27.23,17.99,909.7,0.86,1.95
Cuartel_Malbec_1,Maipu,2023-01-04T19:00:00,24.84,20.31,910.2,0.58,1.89
Cuartel_Malbec_1,Maipu,2023-01-04T20:00:00,23.77,21.33,910.8,0.38,1.68
Cuartel_Malbec_1,Maipu,2023-01-04T21:00:00,22.18,23.82,911.2,0.59,1.01
Cuartel_Malbec_1,Maipu,2023-01-04T22:00:00,21.44,25.83,911.3,1.05,0.45
Cuartel_Malbec_1,Maipu,2023-01-04T23:00:00,20.75,27.43,911.2,1.29,0.92
Cuartel_Malbec_1,Maipu,2023-01-05T00:00:00,19.5,29.11,911.0,1.06,1.3
Cuartel_Malbec_1,Maipu,2023-01-05T01:00:00,19.41,28.36,910.8,0.62,1.43
Cuartel_Malbec_1,Maipu,2023-01-05T02:00:00,19.36,27.6,910.6,0.22,1.36
Cuartel_Malbec_1,Maipu,2023-01-05T03:00:00,19.1,27.73,910.7,0.04,1.27
Cuartel_Malbec_1,Maipu,2023-01-05T04:00:00,18.93,28.23,910.8,0.15,1.16
Cuartel_Malbec_1,Maipu,2023-01-05T05:00:00,22.16,24.55,911.1,0.99,1.17
Cuartel_Malbec_1,Maipu,2023-01-05T06:00:00,26.15,18.3,911.2,0.23,1.55
Cuartel_Malbec_1,Maipu,2023-01-05T07:00:00,29.18,15.11,911.2,0.04,1.95
Cuartel_Malbec_1,Maipu,2023-01-05T08:00:00,32.12,12.68,910.8,-0.05,2.76
Cuartel_Malbec_1,Maipu,2023-01-05T09:00:00,34.43,11.06,910.3,-0.1,3.73
Cuartel_Malbec_1,Maipu,2023-01-05T10:00:00,36.04,10.08,909.6,-0.11,4.5
Cuartel_Malbec_1,Maipu,2023-01-05T11:00:00,37.06,9.58,909.0,-0.04,4.91
Cuartel_Malbec_1,Maipu,2023-01-05T12:00:00,37.64,9.36,908.3,0.1,5.03
Cuartel_Malbec_1,Maipu,2023-01-05T13:00:00,37.75,9.45,907.6,0.32,5.01
Cuartel_Malbec_1,Maipu,2023-01-05T14:00:00,37.42,9.89,907.1,0.66,4.94
Cuartel_Malbec_1,Maipu,2023-01-05T15:00:00,36.63,10.72,906.8,1.15,4.88
Cuartel_Malbec_1,Maipu,2023-01-05T16:00:00,35.52,11.99,906.7,1.82,4.83
Cuartel_Malbec_1,Maipu,2023-01-05T17:00:00,33.83,14.06,906.9,2.71,4.61
Cuartel_Malbec_1,Maipu,2023-01-05T18:00:00,31.08,17.35,907.5,3.5,3.7
Cuartel_Malbec_1,Maipu,2023-01-05T19:00:00,28.93,20.05,908.4,3.77,3.47
Cuartel_Malbec_1,Maipu,2023-01-05T20:00:00,27.37,22.22,909.4,3.94,2.94
Cuartel_Malbec_1,Maipu,2023-01-05T21:00:00,25.96,24.29,910.0,4.04,2.18
Cuartel_Malbec_1,Maipu,2023-01-05T22:00:00,24.8,26.16,909.9,4.1,1.75
Cuartel_Malbec_1,Maipu,2023-01-05T23:00:00,23.76,28.12,909.5,4.24,1.36
Cuartel_Malbec_1,Maipu,2023-01-06T00:00:00,23.61,28.91,909.0,4.51,1.13
Cuartel_Malbec_1,Maipu,2023-01-06T01:00:00,23.38,29.76,908.6,4.72,1.12
Cuartel_Malbec_1,Maipu,2023-01-06T02:00:00,22.73,31.42,908.5,4.94,1.37
Cuartel_Malbec_1,Maipu,2023-01-06T03:00:00,22.08,33.62,908.7,5.34,1.55
Cuartel_Malbec_1,Maipu,2023-01-06T04:00:00,21.59,35.67,909.1,5.76,1.17
Cuartel_Malbec_1,Maipu,2023-01-06T05:00:00,23.23,33.02,909.7,6.09,1.22
Cuartel_Malbec_1,Maipu,2023-01-06T06:00:00,25.83,28.45,910.2,6.19,1.83
Cuartel_Malbec_1,Maipu,2023-01-06T07:00:00,28.52,24.45,910.4,6.27,2.86
Cuartel_Malbec_1,Maipu,2023-01-06T08:00:00,30.81,21.5,910.3,6.34,3.35
Cuartel_Malbec_1,Maipu,2023-01-06T09:00:00,32.39,19.71,910.1,6.38,3.82
Cuartel_Malbec_1,Maipu,2023-01-06T10:00:00,33.44,18.43,909.7,6.26,4.51
Cuartel_Malbec_1,Maipu,2023-01-06T11:00:00,34.16,17.51,909.3,6.1,5.16
Cuartel_Malbec_1,Maipu,2023-01-06T12:00:00,34.66,16.91,908.6,5.99,5.53
Cuartel_Malbec_1,Maipu,2023-01-06T13:00:00,35.02,16.49,908.0,5.92,5.65
Cuartel_Malbec_1,Maipu,2023-01-06T14:00:00,34.94,16.35,907.7,5.74,5.48
Cuartel_Malbec_1,Maipu,2023-01-06T15:00:00,34.27,16.67,907.5,5.49,5.03
Cuartel_Malbec_1,Maipu,2023-01-06T16:00:00,33.45,17.39,907.4,5.44,4.26
Cuartel_Malbec_1,Maipu,2023-01-06T17:00:00,31.97,19.94,907.5,6.18,2.7
Cuartel_Malbec_1,Maipu,2023-01-06T18:00:00,29.59,24.28,907.6,7.05,2.17
Cuartel_Malbec_1,Maipu,2023-01-06T19:00:00,28.78,26.15,908.2,7.47,3.27
Cuartel_Malbec_1,Maipu,2023-01-06T20:00:00,27.52,30.0,909.6,8.38,2.79
Cuartel_Malbec_1,Maipu,2023-01-06T21:00:00,26.06,35.87,910.8,9.75,2.09
Cuartel_Malbec_1,Maipu,2023-01-06T22:00:00,24.96,41.15,911.4,10.87,2.17
Cuartel_Malbec_1,Maipu,2023-01-06T23:00:00,24.18,44.35,911.1,11.3,1.94
Cuartel_Malbec_1,Maipu,2023-01-07T00:00:00,23.41,47.43,910.6,11.61,1.4
Cuartel_Malbec_1,Maipu,2023-01-07T01:00:00,23.2,48.29,910.4,11.67,1.02
Cuartel_Malbec_1,Maipu,2023-01-07T02:00:00,23.44,46.39,910.6,11.29,0.56
Cuartel_Malbec_1,Maipu,2023-01-07T03:00:00,23.02,47.55,910.9,11.25,0.31
Cuartel_Malbec_1,Maipu,2023-01-07T04:00:00,22.34,49.97,911.6,11.37,0.4
Cuartel_Malbec_1,Maipu,2023-01-07T05:00:00,23.19,48.15,912.2,11.59,0.27
Cuartel_Malbec_1,Maipu,2023-01-07T06:00:00,24.58,42.2,912.6,10.87,0.79
Cuartel_Malbec_1,Maipu,2023-01-07T07:00:00,26.68,36.23,912.8,10.49,2.49
Cuartel_Malbec_1,Maipu,2023-01-07T08:00:00,28.63,32.18,912.7,10.41,3.62
Cuartel_Malbec_1,Maipu,2023-01-07T09:00:00,30.15,29.1,912.4,10.23,4.29
Cuartel_Malbec_1,Maipu,2023-01-07T10:00:00,31.45,26.63,912.1,10.01,4.89
Cuartel_Malbec_1,Maipu,2023-01-07T11:00:00,32.51,24.89,911.6,9.88,5.36
Cuartel_Malbec_1,Maipu,2023-01-07T12:00:00,33.24,23.98,911.0,9.96,5.54
Cuartel_Malbec_1,Maipu,2023-01-07T13:00:00,33.53,23.95,910.4,10.17,5.45
Cuartel_Malbec_1,Maipu,2023-01-07T14:00:00,33.54,24.0,909.8,10.23,5.05
Cuartel_Malbec_1,Maipu,2023-01-07T15:00:00,33.24,24.31,909.4,10.15,4.45
Cuartel_Malbec_1,Maipu,2023-01-07T16:00:00,32.68,25.29,909.2,10.28,4.19
Cuartel_Malbec_1,Maipu,2023-01-07T17:00:00,31.53,28.18,909.5,10.92,4.34
Cuartel_Malbec_1,Maipu,2023-01-07T18:00:00,30.05,32.12,910.3,11.62,4.99
Cuartel_Malbec_1,Maipu,2023-01-07T19:00:00,28.93,35.42,911.4,12.13,5.37
Cuartel_Malbec_1,Maipu,2023-01-07T20:00:00,28.19,37.39,912.2,12.3,5.26
Cuartel_Malbec_1,Maipu,2023-01-07T21:00:00,27.47,39.2,912.4,12.37,5.04
Cuartel_Malbec_1,Maipu,2023-01-07T22:00:00,26.52,41.78,912.3,12.49,5.08
Cuartel_Malbec_1,Maipu,2023-01-07T23:00:00,25.55,44.45,912.0,12.58,4.71
Cuartel_Malbec_1,Maipu,2023-01-08T00:00:00,24.47,47.3,911.7,12.53,3.55
Cuartel_Malbec_1,Maipu,2023-01-08T01:00:00,23.42,49.96,911.5,12.39,2.54
Cuartel_Malbec_1,Maipu,2023-01-08T02:00:00,22.72,51.8,911.3,12.29,2.27
Cuartel_Malbec_1,Maipu,2023-01-08T03:00:00,22.17,53.52,911.5,12.27,2.28
Cuartel_Malbec_1,Maipu,2023-01-08T04:00:00,21.78,54.71,911.8,12.22,2.2
Cuartel_Malbec_1,Maipu,2023-01-08T05:00:00,23.29,49.84,912.2,12.19,2.56
Cuartel_Malbec_1,Maipu,2023-01-08T06:00:00,26.28,41.15,912.4,12.0,3.59
Cuartel_Malbec_1,Maipu,2023-01-08T07:00:00,29.16,33.7,912.3,11.54,4.5
Cuartel_Malbec_1,Maipu,2023-01-08T08:00:00,31.29,28.93,911.9,11.09,5.23
Cuartel_Malbec_1,Maipu,2023-01-08T09:00:00,33.0,25.42,911.4,10.62,5.92
Cuartel_Malbec_1,Maipu,2023-01-08T10:00:00,34.21,23.09,910.8,10.19,6.43
Cuartel_Malbec_1,Maipu,2023-01-08T11:00:00,34.86,21.6,909.9,9.74,6.81
Cuartel_Malbec_1,Maipu,2023-01-08T12:00:00,35.24,20.27,908.9,9.09,7.09
Cuartel_Malbec_1,Maipu,2023-01-08T13:00:00,35.16,19.55,908.1,8.46,7.0
Cuartel_Malbec_1,Maipu,2023-01-08T14:00:00,34.59,19.54,907.8,7.96,6.18
Cuartel_Malbec_1,Maipu,2023-01-08T15:00:00,32.96,20.95,908.1,7.64,4.76
Cuartel_Malbec_1,Maipu,2023-01-08T16:00:00,31.57,22.6,908.3,7.59,3.36
Cuartel_Malbec_1,Maipu,2023-01-08T17:00:00,29.93,26.68,908.8,8.67,1.49
Cuartel_Malbec_1,Maipu,2023-01-08T18:00:00,28.28,32.01,909.4,9.99,0.7
Cuartel_Malbec_1,Maipu,2023-01-08T19:00:00,27.24,34.91,910.1,10.4,0.71
Cuartel_Malbec_1,Maipu,2023-01-08T20:00:00,26.53,36.8,910.6,10.57,0.7
Cuartel_Malbec_1,Maipu,2023-01-08T21:00:00,25.96,37.93,910.7,10.52,0.6
Cuartel_Malbec_1,Maipu,2023-01-08T22:00:00,25.44,37.95,910.4,10.09,0.88
Cuartel_Malbec_1,Maipu,2023-01-08T23:00:00,25.0,38.25,909.8,9.8,1.18
Cuartel_Malbec_1,Maipu,2023-01-09T00:00:00,24.54,38.95,909.1,9.68,1.4
Cuartel_Malbec_1,Maipu,2023-01-09T01:00:00,23.99,40.18,908.6,9.65,1.24
Cuartel_Malbec_1,Maipu,2023-01-09T02:00:00,23.44,41.67,908.3,9.7,1.04
Cuartel_Malbec_1,Maipu,2023-01-09T03:00:00,22.85,43.45,908.3,9.79,0.81
Cuartel_Malbec_1,Maipu,2023-01-09T04:00:00,22.37,44.8,908.6,9.82,0.69
Cuartel_Malbec_1,Maipu,2023-01-09T05:00:00,23.61,41.53,909.1,9.8,1.01
Cuartel_Malbec_1,Maipu,2023-01-09T06:00:00,25.92,35.93,909.3,9.71,1.18
Cuartel_Malbec_1,Maipu,2023-01-09T07:00:00,28.46,31.03,909.3,9.75,2.4
Cuartel_Malbec_1,Maipu,2023-01-09T08:00:00,30.73,27.32,908.9,9.78,3.51
Cuartel_Malbec_1,Maipu,2023-01-09T09:00:00,32.58,24.58,908.4,9.77,4.25
Cuartel_Malbec_1,Maipu,2023-01-09T10:00:00,33.98,22.55,907.7,9.66,4.79
Cuartel_Malbec_1,Maipu,2023-01-09T11:00:00,34.57,21.49,906.9,9.43,4.96
Cuartel_Malbec_1,Maipu,2023-01-09T12:00:00,34.64,20.97,906.1,9.1,4.75
Cuartel_Malbec_1,Maipu,2023-01-09T13:00:00,34.15,21.21,905.7,8.83,4.2
Cuartel_Malbec_1,Maipu,2023-01-09T14:00:00,33.05,22.38,905.5,8.68,3.28
Cuartel_Malbec_1,Maipu,2023-01-09T15:00:00,31.82,24.4,905.8,8.91,1.82
Cuartel_Malbec_1,Maipu,2023-01-09T16:00:00,30.08,28.45,906.6,9.72,1.79
Cuartel_Malbec_1,Maipu,2023-01-09T17:00:00,27.35,37.41,907.6,11.45,3.87
Cuartel_Malbec_1,Maipu,2023-01-09T18:00:00,24.23,50.75,908.2,13.34,5.08
Cuartel_Malbec_1,Maipu,2023-01-09T19:00:00,23.2,55.93,908.3,13.9,4.17
Cuartel_Malbec_1,Maipu,2023-01-09T20:00:00,23.71,52.26,908.2,13.31,2.43
Cuartel_Malbec_1,Maipu,2023-01-09T21:00:00,23.81,50.2,908.3,12.76,1.25
Cuartel_Malbec_1,Maipu,2023-01-09T22:00:00,23.51,50.42,908.4,12.57,1.14
Cuartel_Malbec_1,Maipu,2023-01-09T23:00:00,23.07,51.37,908.4,12.45,1.39
Cuartel_Malbec_1,Maipu,2023-01-10T00:00:00,22.77,51.35,907.9,12.18,1.58
Cuartel_Malbec_1,Maipu,2023-01-10T01:00:00,22.09,51.8,907.4,11.7,1.35
Cuartel_Malbec_1,Maipu,2023-01-10T02:00:00,21.78,50.74,907.3,11.09,1.56
Cuartel_Malbec_1,Maipu,2023-01-10T03:00:00,21.79,48.35,907.5,10.39,1.97
Cuartel_Malbec_1,Maipu,2023-01-10T04:00:00,21.54,46.76,908.0,9.66,2.29
Cuartel_Malbec_1,Maipu,2023-01-10T05:00:00,22.95,42.17,908.8,9.41,3.26
Cuartel_Malbec_1,Maipu,2023-01-10T06:00:00,24.67,40.15,909.4,10.22,4.82
Cuartel_Malbec_1,Maipu,2023-01-10T07:00:00,26.3,39.25,909.8,11.33,5.38
Cuartel_Malbec_1,Maipu,2023-01-10T08:00:00,28.04,35.86,909.6,11.51,5.48
Cuartel_Malbec_1,Maipu,2023-01-10T09:00:00,29.79,31.49,909.2,11.1,5.52
Cuartel_Malbec_1,Maipu,2023-01-10T10:00:00,31.32,27.99,908.7,10.65,5.43
Cuartel_Malbec_1,Maipu,2023-01-10T11:00:00,32.09,26.17,908.0,10.29,5.36
Cuartel_Malbec_1,Maipu,2023-01-10T12:00:00,32.06,25.93,907.5,10.13,5.13
Cuartel_Malbec_1,Maipu,2023-01-10T13:00:00,32.16,25.68,907.2,10.07,4.66
Cuartel_Malbec_1,Maipu,2023-01-10T14:00:00,32.29,25.4,907.0,10.02,4.37
Cuartel_Malbec_1,Maipu,2023-01-10T15:00:00,31.81,26.06,906.7,9.99,4.31
Cuartel_Malbec_1,Maipu,2023-01-10T16:00:00,31.1,27.03,906.5,9.94,4.13
Cuartel_Malbec_1,Maipu,2023-01-10T17:00:00,29.77,29.39,907.1,10.06,3.85
Cuartel_Malbec_1,Maipu,2023-01-10T18:00:00,28.05,33.18,908.0,10.38,2.98
Cuartel_Malbec_1,Maipu,2023-01-10T19:00:00,26.36,37.08,908.5,10.56,2.64
Cuartel_Malbec_1,Maipu,2023-01-10T20:00:00,25.08,40.62,909.1,10.79,2.56
Cuartel_Malbec_1,Maipu,2023-01-10T21:00:00,23.57,45.09,909.7,10.99,1.59
Cuartel_Malbec_1,Maipu,2023-01-10T22:00:00,22.52,48.49,910.0,11.13,1.0
Cuartel_Malbec_1,Maipu,2023-01-10T23:00:00,21.7,50.96,909.8,11.13,0.79
Cuartel_Malbec_1,Maipu,2023-01-11T00:00:00,20.92,53.81,909.7,11.23,0.82
Cuartel_Malbec_1,Maipu,2023-01-11T01:00:00,20.33,56.4,909.7,11.39,0.78
Cuartel_Malbec_1,Maipu,2023-01-11T02:00:00,19.83,58.92,909.6,11.57,0.81
Cuartel_Malbec_1,Maipu,2023-01-11T03:00:00,19.14,62.24,909.9,11.72,0.81
Cuartel_Malbec_1,Maipu,2023-01-11T04:00:00,18.72,64.16,910.7,11.74,1.15
Cuartel_Malbec_1,Maipu,2023-01-11T05:00:00,20.7,58.44,911.5,12.03,2.37
Cuartel_Malbec_1,Maipu,2023-01-11T06:00:00,23.47,51.74,911.9,12.59,2.56
Cuartel_Malbec_1,Maipu,2023-01-11T07:00:00,26.07,43.57,911.8,12.43,3.3
Cuartel_Malbec_1,Maipu,2023-01-11T08:00:00,28.08,38.21,911.6,12.39,4.2
Cuartel_Malbec_1,Maipu,2023-01-11T09:00:00,29.52,35.24,911.0,12.52,5.02
Cuartel_Malbec_1,Maipu,2023-01-11T10:00:00,30.5,33.35,910.3,12.58,5.39
Cuartel_Malbec_1,Maipu,2023-01-11T11:00:00,30.74,32.64,909.6,12.45,5.32
Cuartel_Malbec_1,Maipu,2023-01-11T12:00:00,30.5,32.9,908.9,12.37,5.23
Cuartel_Malbec_1,Maipu,2023-01-11T13:00:00,30.59,32.69,908.5,12.36,4.98
Cuartel_Malbec_1,Maipu,2023-01-11T14:00:00,30.48,32.89,908.3,12.35,4.71
Cuartel_Malbec_1,Maipu,2023-01-11T15:00:00,30.09,33.46,908.3,12.28,4.52
Cuartel_Malbec_1,Maipu,2023-01-11T16:00:00,29.24,34.92,908.3,12.18,4.3
Cuartel_Malbec_1,Maipu,2023-01-11T17:00:00,27.64,38.46,908.6,12.24,3.93
Cuartel_Malbec_1,Maipu,2023-01-11T18:00:00,25.84,44.21,909.2,12.75,2.92
Cuartel_Malbec_1,Maipu,2023-01-11T19:00:00,24.41,48.98,910.0,13.02,2.13
Cuartel_Malbec_1,Maipu,2023-01-11T20:00:00,23.81,49.35,910.8,12.57,2.23
Cuartel_Malbec_1,Maipu,2023-01-11T21:00:00,23.19,47.59,911.2,11.37,2.47
Cuartel_Malbec_1,Maipu,2023-01-11T22:00:00,22.14,44.6,911.5,9.3,2.89
Cuartel_Malbec_1,Maipu,2023-01-11T23:00:00,20.84,41.16,911.5,7.0,3.24
Cuartel_Malbec_1,Maipu,2023-01-12T00:00:00,19.64,38.92,911.3,5.19,3.72
Cuartel_Malbec_1,Maipu,2023-01-12T01:00:00,18.71,37.25,910.9,3.73,4.08
Cuartel_Malbec_1,Maipu,2023-01-12T02:00:00,17.36,38.48,910.5,3.01,3.63
Cuartel_Malbec_1,Maipu,2023-01-12T03:00:00,16.31,39.41,910.6,2.39,3.37
Cuartel_Malbec_1,Maipu,2023-01-12T04:00:00,15.71,39.42,910.9,1.84,2.87
Cuartel_Malbec_1,Maipu,2023-01-12T05:00:00,17.13,33.05,911.4,0.52,3.44
Cuartel_Malbec_1,Maipu,2023-01-12T06:00:00,19.2,23.45,911.5,-2.35,4.45
Cuartel_Malbec_1,Maipu,2023-01-12T07:00:00,21.85,22.58,911.3,-0.66,4.93
Cuartel_Malbec_1,Maipu,2023-01-12T08:00:00,24.31,25.23,910.4,2.98,5.19
