vinedo_id,zona,timestamp,temp_aire,humedad_aire,presion_atm,punto_rocio,viento
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-12T05:00:00,19.32,46.97,914.1,7.71,4.28
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-12T06:00:00,20.91,39.74,915.3,6.73,5.19
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-12T07:00:00,22.71,34.2,916.0,6.15,5.78
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-12T08:00:00,24.61,29.89,916.1,5.85,6.02
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-12T09:00:00,26.43,26.9,915.7,5.89,6.08
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-12T10:00:00,28.14,24.44,915.1,5.97,5.89
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-12T11:00:00,29.49,22.37,914.5,5.82,5.64
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-12T12:00:00,30.43,20.95,914.0,5.64,5.57
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-12T13:00:00,30.84,20.3,913.6,5.52,5.53
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-12T14:00:00,30.69,20.3,913.3,5.41,5.34
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-12T15:00:00,30.04,20.96,913.3,5.33,5.07
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-12T16:00:00,28.9,22.35,913.3,5.3,4.78
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-12T17:00:00,27.02,25.52,913.8,5.64,4.43
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-12T18:00:00,24.12,32.54,915.0,6.64,3.29
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-12T19:00:00,22.51,37.97,916.7,7.48,2.86
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-12T20:00:00,21.31,43.51,918.1,8.4,2.2
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-12T21:00:00,20.26,49.1,918.8,9.23,1.55
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-12T22:00:00,19.36,54.22,919.3,9.85,0.96
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-12T23:00:00,18.6,57.82,919.4,10.11,0.9
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-13T00:00:00,18.13,59.26,919.2,10.03,1.41
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-13T01:00:00,17.89,60.02,919.3,10.0,1.67
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-13T02:00:00,17.62,61.34,919.3,10.06,1.6
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-13T03:00:00,17.19,63.46,919.1,10.18,1.57
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-13T04:00:00,16.47,66.42,918.9,10.17,1.65
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-13T05:00:00,16.53,65.46,918.8,10.0,1.94
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-13T06:00:00,18.59,56.73,918.8,9.8,2.3
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-13T07:00:00,21.04,48.74,919.0,9.82,3.81
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-13T08:00:00,23.07,43.43,919.0,9.96,5.0
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-13T09:00:00,24.53,40.1,918.7,10.09,5.57
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-13T10:00:00,26.33,36.21,917.9,10.18,5.94
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-13T11:00:00,27.82,33.22,916.9,10.19,6.18
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-13T12:00:00,29.08,30.8,915.8,10.17,6.26
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-13T13:00:00,29.73,29.7,914.6,10.17,6.09
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-13T14:00:00,29.9,29.59,913.7,10.27,5.77
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-13T15:00:00,29.55,30.42,913.2,10.39,5.32
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-13T16:00:00,28.74,32.1,913.1,10.47,4.88
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-13T17:00:00,27.37,35.21,913.4,10.67,4.3
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-13T18:00:00,25.18,40.82,913.9,10.95,3.04
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-13T19:00:00,24.27,42.41,914.5,10.71,3.05
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-13T20:00:00,23.59,43.26,915.1,10.39,2.93
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-13T21:00:00,22.74,45.55,915.3,10.38,2.48
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-13T22:00:00,21.96,48.64,915.2,10.66,1.82
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-13T23:00:00,21.08,52.87,914.6,11.11,0.99
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-14T00:00:00,20.38,55.7,913.9,11.25,0.92
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-14T01:00:00,19.79,57.36,913.3,11.14,1.14
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-14T02:00:00,19.1,59.59,912.9,11.07,1.18
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-14T03:00:00,18.31,62.32,912.8,10.99,1.02
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-14T04:00:00,17.68,64.36,913.1,10.89,0.98
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-14T05:00:00,18.22,61.27,913.6,10.65,1.69
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-14T06:00:00,20.75,50.76,913.8,10.19,2.43
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-14T07:00:00,23.52,43.02,913.6,10.23,3.44
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-14T08:00:00,26.29,37.17,913.2,10.52,4.32
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-14T09:00:00,28.56,33.15,912.4,10.79,4.96
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-14T10:00:00,30.38,30.03,911.8,10.9,5.28
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-14T11:00:00,31.74,27.62,911.1,10.8,5.45
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-14T12:00:00,32.76,25.71,910.5,10.59,5.45
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-14T13:00:00,33.26,24.52,909.9,10.32,5.43
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-14T14:00:00,33.27,23.96,909.5,9.97,5.39
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-14T15:00:00,32.8,23.99,909.4,9.6,5.29
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-14T16:00:00,31.76,25.04,909.5,9.36,5.09
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-14T17:00:00,29.98,27.76,909.9,9.38,4.55
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-14T18:00:00,27.08,33.52,910.4,9.68,3.22
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-14T19:00:00,25.36,37.58,911.2,9.89,2.65
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-14T20:00:00,23.79,41.8,911.9,10.06,1.88
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-14T21:00:00,22.52,45.09,912.0,10.03,1.42
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-14T22:00:00,21.63,46.8,911.7,9.78,1.29
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-14T23:00:00,20.76,47.92,911.1,9.34,1.3
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-15T00:00:00,19.84,49.2,910.7,8.89,1.1
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-15T01:00:00,19.15,49.91,910.5,8.44,0.84
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-15T02:00:00,18.56,50.21,910.4,7.99,0.68
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-15T03:00:00,17.95,50.83,910.4,7.59,0.61
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-15T04:00:00,17.48,51.66,910.7,7.39,0.56
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-15T05:00:00,18.39,48.67,911.3,7.37,1.23
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-15T06:00:00,21.63,39.22,911.7,7.14,2.12
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-15T07:00:00,24.97,32.06,911.8,7.16,3.39
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-15T08:00:00,28.46,26.89,911.7,7.6,4.47
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-15T09:00:00,31.56,23.62,911.2,8.32,5.17
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-15T10:00:00,33.5,21.33,910.5,8.44,5.56
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-15T11:00:00,35.01,19.05,909.7,8.02,5.73
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-15T12:00:00,36.08,17.22,908.9,7.39,5.74
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-15T13:00:00,36.67,16.07,908.1,6.87,5.69
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-15T14:00:00,36.72,15.65,907.8,6.51,5.6
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-15T15:00:00,36.17,15.86,907.7,6.27,5.48
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-15T16:00:00,35.02,16.82,907.7,6.21,5.23
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-15T17:00:00,32.79,19.78,908.1,6.75,4.18
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-15T18:00:00,28.8,26.72,908.7,7.81,2.6
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-15T19:00:00,26.98,31.49,909.7,8.67,2.09
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-15T20:00:00,25.33,36.55,910.6,9.41,1.27
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-15T21:00:00,24.42,39.73,910.9,9.83,0.83
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-15T22:00:00,23.72,41.67,910.6,9.91,0.62
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-15T23:00:00,22.68,44.24,910.0,9.87,0.67
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-16T00:00:00,21.78,47.1,909.6,9.98,0.72
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-16T01:00:00,21.12,49.44,909.3,10.08,0.64
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-16T02:00:00,20.61,51.19,909.3,10.12,0.53
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-16T03:00:00,20.02,53.47,909.5,10.21,0.49
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-16T04:00:00,19.4,56.23,909.8,10.38,0.46
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-16T05:00:00,20.26,53.88,910.1,10.52,1.0
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-16T06:00:00,23.73,43.85,910.3,10.62,1.6
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-16T07:00:00,27.02,36.79,910.3,10.93,3.04
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-16T08:00:00,30.45,31.05,909.9,11.37,4.52
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-16T09:00:00,33.3,26.8,909.3,11.64,5.37
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-16T10:00:00,35.18,24.01,908.4,11.59,5.81
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-16T11:00:00,36.57,21.52,907.5,11.1,6.08
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-16T12:00:00,37.52,19.5,906.6,10.39,6.08
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-16T13:00:00,37.97,18.23,905.8,9.75,5.93
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-16T14:00:00,37.93,17.63,905.3,9.22,5.76
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-16T15:00:00,37.3,17.85,905.3,8.89,5.61
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-16T16:00:00,36.05,19.09,905.3,8.89,5.35
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-16T17:00:00,33.92,22.27,905.5,9.42,4.39
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-16T18:00:00,30.21,29.16,906.1,10.31,2.53
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-16T19:00:00,28.43,33.5,907.0,10.85,2.05
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-16T20:00:00,26.94,37.64,907.9,11.29,1.37
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-16T21:00:00,25.92,40.55,908.3,11.5,1.01
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-16T22:00:00,25.11,42.4,908.0,11.45,1.02
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-16T23:00:00,24.28,44.38,907.4,11.37,1.32
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-17T00:00:00,23.39,46.49,906.9,11.26,1.02
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-17T01:00:00,22.78,47.44,906.5,10.96,0.65
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-17T02:00:00,22.36,47.82,906.5,10.62,0.61
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-17T03:00:00,22.16,47.94,907.0,10.37,0.91
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-17T04:00:00,21.64,49.31,907.8,10.18,1.69
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-17T05:00:00,21.98,48.26,909.2,10.1,3.28
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-17T06:00:00,24.65,40.85,910.4,9.99,4.68
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-17T07:00:00,26.99,35.8,911.2,10.25,5.63
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-17T08:00:00,29.07,31.4,911.6,10.24,6.01
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-17T09:00:00,30.92,27.39,911.5,9.85,6.0
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-17T10:00:00,32.59,23.99,911.0,9.3,5.87
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-17T11:00:00,33.82,21.97,910.4,9.03,5.87
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-17T12:00:00,34.67,21.09,909.7,9.16,5.86
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-17T13:00:00,34.95,20.99,909.1,9.35,5.91
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-17T14:00:00,34.69,21.39,908.9,9.41,5.88
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-17T15:00:00,33.86,22.29,908.9,9.35,5.76
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-17T16:00:00,32.55,23.79,909.3,9.23,5.61
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-17T17:00:00,30.51,26.54,910.2,9.11,5.11
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-17T18:00:00,27.78,30.73,911.3,8.96,3.93
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-17T19:00:00,26.04,32.87,912.5,8.46,3.52
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-17T20:00:00,24.63,34.75,913.4,8.03,2.52
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-17T21:00:00,23.4,37.59,913.9,8.11,1.83
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-17T22:00:00,22.63,39.02,914.2,7.98,2.03
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-17T23:00:00,21.94,40.32,914.4,7.81,2.46
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-18T00:00:00,21.1,43.09,914.4,7.99,2.69
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-18T01:00:00,20.18,47.44,914.3,8.56,2.64
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-18T02:00:00,19.28,53.35,914.2,9.5,2.42
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-18T03:00:00,18.51,57.75,914.2,9.98,2.21
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-18T04:00:00,17.93,59.21,914.6,9.8,2.15
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-18T05:00:00,18.57,56.03,915.1,9.6,2.39
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-18T06:00:00,21.46,41.45,915.4,7.75,3.63
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-18T07:00:00,24.18,35.63,915.4,7.96,4.15
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-18T08:00:00,26.58,38.63,915.1,11.21,4.09
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-18T09:00:00,28.34,38.79,914.7,12.85,4.18
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-18T10:00:00,29.41,37.82,914.2,13.46,4.19
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-18T11:00:00,30.43,35.94,913.7,13.62,4.09
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-18T12:00:00,31.22,34.37,913.0,13.64,4.04
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-18T13:00:00,31.62,33.56,912.1,13.64,4.03
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-18T14:00:00,31.6,33.51,911.3,13.61,3.93
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-18T15:00:00,31.15,34.23,911.0,13.55,3.79
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-18T16:00:00,30.16,36.18,910.7,13.54,3.52
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-18T17:00:00,28.34,41.69,910.8,14.09,2.65
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-18T18:00:00,25.5,53.68,911.4,15.37,1.37
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-18T19:00:00,24.66,56.8,912.2,15.48,1.16
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-18T20:00:00,24.16,59.14,912.7,15.65,1.0
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-18T21:00:00,23.63,61.5,912.8,15.75,0.88
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-18T22:00:00,23.1,63.54,912.6,15.77,0.8
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-18T23:00:00,22.79,64.61,912.2,15.73,0.76
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-19T00:00:00,22.37,66.08,911.6,15.69,0.7
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-19T01:00:00,21.99,67.66,911.3,15.68,0.64
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-19T02:00:00,21.63,69.2,911.0,15.68,0.61
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-19T03:00:00,21.25,70.54,911.0,15.61,0.6
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-19T04:00:00,20.88,71.42,911.2,15.45,0.59
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-19T05:00:00,21.44,67.24,911.8,15.05,0.74
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-19T06:00:00,24.13,55.03,912.2,14.51,1.78
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-19T07:00:00,26.55,47.03,912.2,14.32,3.11
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-19T08:00:00,28.67,41.37,912.1,14.26,4.0
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-19T09:00:00,30.37,37.59,911.7,14.3,4.42
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-19T10:00:00,31.88,34.44,911.2,14.29,4.61
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-19T11:00:00,33.16,31.68,910.4,14.1,4.74
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-19T12:00:00,34.08,29.69,909.6,13.9,4.96
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-19T13:00:00,34.5,28.69,908.9,13.74,5.07
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-19T14:00:00,34.44,28.48,908.4,13.57,5.04
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-19T15:00:00,33.88,28.99,908.1,13.38,4.91
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-19T16:00:00,32.78,30.46,908.2,13.19,4.57
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-19T17:00:00,30.96,33.96,908.4,13.27,3.65
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-19T18:00:00,28.12,41.34,908.7,13.77,2.38
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-19T19:00:00,26.99,43.54,909.4,13.56,2.32
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-19T20:00:00,25.69,47.0,909.9,13.56,1.8
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-19T21:00:00,24.67,50.37,910.1,13.68,1.33
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-19T22:00:00,24.13,52.75,910.1,13.87,1.08
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-19T23:00:00,23.72,54.34,909.7,13.95,0.94
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-20T00:00:00,23.17,55.71,909.0,13.82,0.85
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-20T01:00:00,22.18,58.36,908.2,13.61,0.67
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-20T02:00:00,21.3,61.33,907.8,13.56,0.53
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-20T03:00:00,20.65,63.52,907.6,13.48,0.5
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-20T04:00:00,20.23,64.84,907.8,13.41,0.5
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-20T05:00:00,20.96,61.48,908.1,13.27,0.74
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-20T06:00:00,24.04,48.5,908.3,12.51,1.24
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-20T07:00:00,26.94,39.56,908.2,12.03,2.17
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-20T08:00:00,30.15,32.45,907.8,11.85,3.48
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-20T09:00:00,32.88,28.12,907.1,12.03,4.63
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-20T10:00:00,34.4,26.5,906.3,12.42,5.18
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-20T11:00:00,35.4,25.57,905.5,12.72,5.43
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-20T12:00:00,36.05,24.96,904.7,12.92,5.46
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-20T13:00:00,36.1,24.99,903.9,12.97,5.3
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-20T14:00:00,35.62,25.7,903.7,13.0,5.03
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-20T15:00:00,34.83,26.91,903.8,13.03,4.58
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-20T16:00:00,33.68,28.67,904.2,13.02,4.13
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-20T17:00:00,32.02,31.79,904.8,13.18,3.45
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-20T18:00:00,29.62,37.11,905.5,13.45,2.61
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-20T19:00:00,28.36,39.01,906.2,13.1,2.61
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-20T20:00:00,27.22,41.17,906.9,12.9,2.38
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-20T21:00:00,26.23,43.61,907.2,12.89,2.26
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-20T22:00:00,25.61,45.77,907.1,13.08,2.48
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-20T23:00:00,25.15,48.68,906.7,13.6,2.23
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-21T00:00:00,24.46,53.27,906.1,14.33,1.71
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-21T01:00:00,24.07,56.33,905.8,14.81,0.95
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-21T02:00:00,23.77,57.06,905.8,14.71,0.25
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-21T03:00:00,23.43,55.82,906.2,14.07,0.95
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-21T04:00:00,23.26,54.02,906.8,13.43,1.73
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-21T05:00:00,23.41,52.53,907.6,13.12,2.49
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-21T06:00:00,24.68,48.01,908.2,12.92,3.79
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-21T07:00:00,26.29,43.68,908.4,12.95,4.12
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-21T08:00:00,28.55,38.52,908.1,13.03,3.82
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-21T09:00:00,30.75,34.72,907.3,13.39,3.88
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-21T10:00:00,32.31,32.1,906.3,13.55,4.08
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-21T11:00:00,33.42,29.79,905.2,13.38,4.28
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-21T12:00:00,34.0,28.35,904.2,13.12,4.4
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-21T13:00:00,34.24,27.76,903.2,12.99,4.31
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-21T14:00:00,33.87,28.31,902.5,12.98,3.98
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-21T15:00:00,32.52,30.82,902.2,13.13,3.36
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-21T16:00:00,30.72,35.56,902.4,13.76,2.42
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-21T17:00:00,28.4,43.99,902.7,14.98,1.26
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-21T18:00:00,25.45,57.53,903.3,16.46,0.83
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-21T19:00:00,23.2,70.94,904.4,17.63,1.14
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-21T20:00:00,22.1,79.36,905.4,18.36,1.79
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-21T21:00:00,21.8,82.15,905.5,18.62,1.89
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-21T22:00:00,22.0,80.49,904.8,18.46,1.18
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-21T23:00:00,22.25,77.38,903.7,18.04,0.35
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-22T00:00:00,22.05,76.12,902.5,17.5,0.54
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-22T01:00:00,21.51,76.47,902.0,16.91,0.7
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-22T02:00:00,20.9,76.87,902.3,16.19,1.03
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-22T03:00:00,20.45,76.79,903.1,15.55,1.78
Cuartel_Cabernet_2,Lujan de Cuyo,2024-02-22T04:00:00,20.22,77.25,904.2,15.33,3.16
